,Applicant ID,Business Structure,Country,Location,NAICS,Business Ownership (1),Business Ownership (2),Business Ownership (3),Business Ownership (4),Business Ownership (5),Personal Credit Score,Business Credit Score,Annual Revenue (2 years ago),Annual Revenue (1 year ago),Annual Revenue (latest year),Net Profit Margin,Business Debt (2 years ago),Business Debt (1 year ago),Business Debt (latest year),NOI (2 years ago),NOI (1 year ago),NOI (latest year),DSCR (2 years ago),DSCR (1 year ago),DSCR (latest year),Industry Experience,Managerial Experience,Years in Business,Collateral Availability,Loan Amount,Fast Approval,For Profit,Acquisition Request,Working Capital,Business Expansion,Equipment Purchase or Leasing,Inventory Purchase,Real Estate Acquisition or Improvement,Business Acquisition or Buyout,Refinancing Existing Debt,Emergency Funds,Franchise Financing,Contract Financing,Licensing or Permits,Line of Credit Establishment
103,104,Sole Proprietorship,US,"Long Beach, CA",541511,100,0,0,0,0,728,175,654000,691000,450000,9.88,334643,218373,272837,652553,329743,283750,1.95,1.51,1.04,3,17,0,False,2792000,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False
104,105,Sole Proprietorship,US,"Mesa, AZ",624120,100,0,0,0,0,377,133,688000,806000,942000,12.39,292616,188285,86268,386253,216527,135440,1.32,1.15,1.57,17,8,1,True,1842000,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True
105,106,LLC,US,"Birmingham, AL",611110,100,0,0,0,0,712,189,715000,833000,1139000,13.06,345273,405392,135399,293482,401338,245072,0.85,0.99,1.81,2,5,14,True,4839000,False,True,True,True,False,False,False,True,True,True,False,True,False,True,False
106,107,S Corporation (S-Corp),US,"Stockton, CA",621610,100,0,0,0,0,831,151,925000,1227000,213000,9.48,148421,490187,108372,216694,700967,119209,1.46,1.43,1.1,11,17,14,False,1519000,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False
107,108,Sole Proprietorship,US,"Madison, WI",931330,100,0,0,0,0,681,154,407000,1404000,519000,14.02,50446,104845,241123,45401,115329,472601,0.9,1.1,1.96,13,6,0,False,798000,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
108,109,Sole Proprietorship,US,"Columbus, GA",488510,100,0,0,0,0,787,122,524000,1069000,1280000,7.17,416633,289078,424031,337472,479869,216255,0.81,1.66,0.51,14,16,7,False,2431000,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True
109,110,Sole Proprietorship,US,"Toledo, OH",813920,100,0,0,0,0,847,103,787000,439000,1390000,3.52,99049,170502,201865,105982,272803,193790,1.07,1.6,0.96,8,12,5,False,4945000,False,True,True,True,True,False,True,True,False,False,True,True,False,True,True
110,111,LLC,US,"Atlanta, GA",931470,100,0,0,0,0,811,126,1161000,455000,907000,1.88,286789,233432,440848,464598,378159,595144,1.62,1.62,1.35,15,20,15,True,4820000,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False
111,112,Sole Proprietorship,US,"Lexington, KY",931210,52,48,0,0,0,651,191,351000,1115000,1479000,2.27,114778,229623,276984,182497,344434,362849,1.59,1.5,1.31,0,4,2,False,2959000,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
112,113,S Corporation (S-Corp),US,"Clarksville, TN",453310,100,0,0,0,0,817,145,631000,264000,437000,11.8,252198,208453,356702,287505,227213,321031,1.14,1.09,0.9,3,3,13,False,1833000,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True
113,114,Sole Proprietorship,US,"Tulsa, OK",541611,100,0,0,0,0,687,135,309000,297000,1173000,0.69,105407,155615,192935,128596,174288,327989,1.22,1.12,1.7,0,18,1,False,3061000,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True
114,115,LLC,US,"Newark, NJ",621491,100,0,0,0,0,797,198,1306000,929000,717000,14.32,182242,470169,317195,242381,662938,463104,1.33,1.41,1.46,4,10,15,True,1766000,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False
115,116,Sole Proprietorship,US,"Vancouver, WA",332710,100,0,0,0,0,791,118,506000,593000,1091000,5.79,313784,160946,318394,454986,284874,283370,1.45,1.77,0.89,10,16,8,True,3792000,False,True,False,True,True,False,False,False,True,True,True,False,False,True,False
116,117,Sole Proprietorship,US,"Chandler, AZ",424410,56,44,0,0,0,811,101,1180000,433000,1429000,0.66,186143,390252,297332,188004,355129,276518,1.01,0.91,0.93,11,14,15,True,1064000,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True
117,118,LLC,US,"Gainesville, FL",931170,100,0,0,0,0,769,124,537000,446000,959000,13.48,105080,216955,175711,126096,308076,128269,1.2,1.42,0.73,10,4,15,False,2113000,False,True,False,False,True,False,True,True,True,True,False,False,True,False,False
118,119,S Corporation (S-Corp),US,"Bakersfield, CA",561740,100,0,0,0,0,799,109,1400000,1374000,683000,2.91,441028,273661,407584,542464,522692,444266,1.23,1.91,1.09,4,15,14,False,4217000,False,True,False,False,False,True,True,True,True,True,False,False,True,False,False
119,120,LLC,US,"Durham, NC",441310,52,48,0,0,0,725,180,1418000,1412000,999000,4.93,305729,202137,356522,253755,117239,563304,0.83,0.58,1.58,20,18,11,True,4499000,False,True,False,True,True,True,False,False,False,False,True,True,False,True,True
120,121,Sole Proprietorship,US,"Aurora, IL",541211,100,0,0,0,0,763,121,491000,766000,818000,5.06,105900,89353,371769,157791,92033,230496,1.49,1.03,0.62,4,17,14,False,1492000,False,True,True,False,False,True,False,False,True,True,False,True,True,True,True
121,122,Sole Proprietorship,US,"Coral Springs, FL",931440,100,0,0,0,0,619,192,1025000,830000,929000,12.88,420944,189785,428881,761908,258107,450325,1.81,1.36,1.05,11,8,7,True,3288000,False,True,False,True,True,True,True,False,False,True,False,True,False,False,False
122,123,LLC,US,"Cape Coral, FL",541211,100,0,0,0,0,783,144,1382000,1188000,424000,6.91,471132,95876,297191,650162,96834,282331,1.38,1.01,0.95,6,17,13,False,3661000,False,True,False,True,True,True,True,True,False,False,False,False,False,True,True
123,124,S Corporation (S-Corp),US,"McAllen, TX",931510,54,46,0,0,0,750,149,159000,264000,1154000,4.75,66643,155989,86571,91300,198106,152364,1.37,1.27,1.76,13,11,15,True,1358000,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False
124,125,Sole Proprietorship,US,"Colorado Springs, CO",931400,100,0,0,0,0,587,190,457000,790000,1115000,2.42,62904,116741,253511,77371,145926,179992,1.23,1.25,0.71,12,4,6,True,3305000,False,True,False,False,True,False,False,False,True,False,True,True,True,True,False
125,126,Sole Proprietorship,US,"Charlotte, NC",561720,100,0,0,0,0,785,128,1140000,1317000,1424000,1.92,306603,192300,183648,490564,284604,251597,1.6,1.48,1.37,4,7,10,True,1971000,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False
126,127,S Corporation (S-Corp),US,"Orange, CA",931310,100,0,0,0,0,713,105,1476000,1377000,444000,9.2,469600,109224,178614,464904,111408,157180,0.99,1.02,0.88,15,10,1,False,1695000,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
127,128,LLC,US,"Stockton, CA",922120,100,0,0,0,0,711,116,501000,762000,868000,13.49,239964,351293,82651,302354,400474,96701,1.26,1.14,1.17,8,9,2,True,455000,True,True,True,False,False,True,False,True,False,True,True,False,True,False,False
128,129,S Corporation (S-Corp),US,"Macon, GA",621491,100,0,0,0,0,460,176,830000,236000,1158000,0.88,377042,123784,83843,554251,204243,88035,1.47,1.65,1.05,1,12,7,False,636000,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True
129,130,Sole Proprietorship,US,"Knoxville, TN",713940,100,0,0,0,0,638,184,1305000,1017000,751000,4.76,72025,293378,113292,90031,422464,167672,1.25,1.44,1.48,14,2,14,True,592000,False,True,True,True,False,False,True,False,True,False,False,True,True,False,True
130,131,LLC,US,"Midland, TX",931450,100,0,0,0,0,679,188,321000,1294000,425000,0.21,98555,361693,272575,142904,466583,389782,1.45,1.29,1.43,1,17,14,True,3606000,False,True,False,True,True,False,False,False,False,True,False,False,True,True,True
131,132,Sole Proprietorship,US,"Vancouver, WA",323111,100,0,0,0,0,740,169,955000,1009000,589000,5.42,258261,327990,464634,325408,390308,529682,1.26,1.19,1.14,6,18,15,True,905000,False,True,True,True,False,True,False,False,False,False,True,True,True,False,True
132,133,Sole Proprietorship,US,"Cleveland, OH",931190,66,34,0,0,0,789,147,538000,1076000,1338000,7.23,229666,477028,186046,261819,620136,180464,1.14,1.3,0.97,14,7,3,False,609000,False,True,True,False,True,False,False,True,True,True,False,True,True,True,False
133,134,Sole Proprietorship,US,"Philadelphia, PA",611610,100,0,0,0,0,587,188,987000,1157000,1099000,6.95,168444,420381,81405,190341,508661,66752,1.13,1.21,0.82,19,5,10,False,3742000,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True
134,135,Sole Proprietorship,US,"Bellevue, WA",931200,100,0,0,0,0,760,168,1436000,165000,1101000,1.24,489006,89004,237475,577027,144186,403707,1.18,1.62,1.7,16,6,11,False,4853000,False,True,False,True,True,False,True,True,True,True,False,False,False,True,False
135,136,S Corporation (S-Corp),US,"Virginia Beach, VA",925110,100,0,0,0,0,633,134,776000,575000,238000,9.96,173133,346641,211382,251042,481830,181788,1.45,1.39,0.86,16,20,8,False,4545000,False,True,False,False,False,False,True,True,False,True,False,True,False,True,True
136,137,Sole Proprietorship,US,"Coral Springs, FL",812310,100,0,0,0,0,361,107,644000,584000,1316000,3.46,424091,105446,368281,559800,184530,559787,1.32,1.75,1.52,20,18,2,True,469000,True,True,True,False,False,True,True,True,False,True,False,False,True,False,False
137,138,S Corporation (S-Corp),US,"Vancouver, WA",926120,100,0,0,0,0,671,165,473000,1047000,464000,11.21,261750,107350,277930,306247,113791,419674,1.17,1.06,1.51,9,13,14,False,3929000,False,True,True,True,True,False,True,True,False,True,False,False,True,True,False
138,139,S Corporation (S-Corp),US,"Salinas, CA",925110,100,0,0,0,0,712,164,154000,987000,1483000,14.16,115121,152145,211820,153110,91287,281720,1.33,0.6,1.33,6,13,0,True,2832000,False,True,True,False,True,False,True,True,False,False,False,True,True,True,True
139,140,Sole Proprietorship,US,"Bakersfield, CA",931410,62,38,0,0,0,548,168,433000,752000,1144000,14.93,51546,244169,360907,78349,266144,270680,1.52,1.09,0.75,13,16,6,True,3228000,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True
140,141,S Corporation (S-Corp),US,"Salinas, CA",445210,100,0,0,0,0,814,163,536000,530000,603000,0.54,193937,386785,355271,292844,456406,419219,1.51,1.18,1.18,9,18,9,False,2810000,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True
141,142,Sole Proprietorship,US,"Visalia, CA",931550,100,0,0,0,0,718,136,1436000,196000,1368000,2.37,255781,104814,107219,191835,169798,176911,0.75,1.62,1.65,4,17,0,False,1107000,False,True,True,True,False,False,False,True,True,False,True,True,True,False,False
142,143,S Corporation (S-Corp),US,"Shreveport, LA",931490,72,28,0,0,0,817,135,1083000,366000,527000,13.8,202603,419076,457249,309982,305925,512118,1.53,0.73,1.12,8,18,5,True,4548000,False,True,False,False,True,True,True,False,False,True,False,True,True,True,True
143,144,S Corporation (S-Corp),US,"Oakland, CA",927110,100,0,0,0,0,751,195,1091000,1493000,631000,5.6,83810,195820,73946,134096,289813,106482,1.6,1.48,1.44,19,9,5,False,3072000,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
144,145,Sole Proprietorship,US,"Providence, RI",928120,28,27,23,22,0,606,163,494000,621000,957000,9.8,266694,91233,486728,248025,135024,486728,0.93,1.48,1.0,3,5,4,True,943000,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False
145,146,Sole Proprietorship,US,"Naperville, IL",711510,100,0,0,0,0,745,150,798000,1020000,648000,14.56,200362,134598,212383,206372,168247,320698,1.03,1.25,1.51,3,16,6,True,942000,False,True,False,True,True,True,True,True,False,False,True,False,True,True,True
146,147,LLC,US,"Salinas, CA",931220,100,0,0,0,0,651,148,1409000,1349000,224000,5.15,215657,277897,112975,178995,289012,101677,0.83,1.04,0.9,10,13,13,False,4233000,False,True,False,True,True,True,False,False,False,False,True,False,False,False,True
147,148,Sole Proprietorship,US,"Murfreesboro, TN",623220,100,0,0,0,0,813,259,1041000,590000,513000,3.14,366388,370527,341132,425010,489095,402535,1.16,1.32,1.18,17,11,9,False,2404000,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False
148,149,LLC,US,"Richmond, VA",812199,100,0,0,0,0,747,160,369000,1216000,790000,2.27,121442,469894,160933,188235,676647,157714,1.55,1.44,0.98,15,12,9,True,2061000,False,True,True,False,False,True,False,False,False,True,True,True,False,False,False
149,150,Sole Proprietorship,US,"Tacoma, WA",481211,100,0,0,0,0,716,103,172000,826000,772000,5.55,57756,294753,393115,75660,518765,640777,1.31,1.76,1.63,18,14,0,False,2420000,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False
150,151,Sole Proprietorship,US,"Pembroke Pines, FL",925110,34,23,22,21,0,684,166,512000,452000,516000,12.66,257522,206055,96772,327052,321445,145158,1.27,1.56,1.5,3,2,7,True,2128000,False,True,True,True,False,True,False,True,False,False,False,False,False,True,True
151,152,LLC,US,"Cedar Rapids, IA",448310,100,0,0,0,0,695,147,807000,724000,912000,1.32,107531,281928,208352,186028,420072,395868,1.73,1.49,1.9,13,11,4,True,3139000,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True
152,153,LLC,US,"Hollywood, FL",624190,100,0,0,0,0,818,104,368000,1149000,204000,6.64,155049,396290,174164,181407,562731,116689,1.17,1.42,0.67,15,19,15,True,2593000,False,True,True,True,False,True,True,False,False,False,True,True,False,True,True
153,154,LLC,US,"Laredo, TX",484121,100,0,0,0,0,760,180,409000,677000,549000,4.38,94524,72673,169410,52933,51597,255809,0.56,0.71,1.51,9,8,6,False,741000,False,True,True,True,True,True,True,False,False,True,True,True,False,True,False
154,155,Sole Proprietorship,US,"Durham, NC",931460,100,0,0,0,0,824,105,886000,1330000,652000,5.32,181175,350896,280087,157622,375458,310896,0.87,1.07,1.11,5,15,0,False,2511000,False,True,True,False,False,False,True,False,False,False,False,True,True,False,True
155,156,Sole Proprietorship,US,"Springfield, MO",531120,100,0,0,0,0,787,199,1287000,1363000,244000,0.06,411420,334221,98957,473132,441171,169216,1.15,1.32,1.71,0,16,9,True,1878000,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False
156,157,LLC,US,"Rockford, IL",453920,54,46,0,0,0,789,187,1041000,1332000,872000,10.78,458516,326973,130687,596070,398907,134607,1.3,1.22,1.03,20,4,8,False,4115000,False,True,False,False,True,True,False,False,False,False,True,True,True,True,True
157,158,LLC,US,"Corona, CA",541330,100,0,0,0,0,815,106,357000,991000,664000,3.8,248774,174656,238500,308479,171162,286200,1.24,0.98,1.2,12,1,10,True,4099000,False,True,False,True,True,True,True,True,False,True,True,True,False,False,False
158,159,S Corporation (S-Corp),US,"Aurora, IL",561720,100,0,0,0,0,830,200,198000,913000,1211000,1.03,91864,112741,406298,146063,83428,727273,1.59,0.74,1.79,12,2,11,False,4762000,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False
159,160,Sole Proprietorship,US,"Vancouver, WA",931530,55,45,0,0,0,778,200,914000,811000,340000,3.92,358596,424554,173673,527136,373607,267456,1.47,0.88,1.54,5,19,6,False,1209000,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False
160,161,Sole Proprietorship,US,"Miramar, FL",443142,100,0,0,0,0,801,146,699000,321000,264000,11.46,240159,236693,65434,389057,246160,90298,1.62,1.04,1.38,16,11,3,True,3306000,False,True,True,True,False,True,False,True,False,False,False,True,True,True,False
161,162,S Corporation (S-Corp),US,"Knoxville, TN",446110,70,30,0,0,0,774,183,910000,248000,810000,1.16,151599,143035,406837,250138,155908,663144,1.65,1.09,1.63,0,18,11,True,3322000,False,True,True,True,True,True,True,True,False,True,False,True,False,True,True
162,163,Sole Proprietorship,US,"Gilbert, AZ",712190,53,47,0,0,0,729,192,300000,197000,616000,11.62,121204,84115,223701,163625,109349,382528,1.35,1.3,1.71,9,18,10,False,4174000,False,True,True,True,True,False,False,False,True,True,True,False,True,False,False
163,164,S Corporation (S-Corp),US,"Minneapolis, MN",532111,100,0,0,0,0,813,128,696000,1042000,1144000,3.01,122291,149591,146894,190773,136127,255595,1.56,0.91,1.74,1,19,10,True,1649000,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True
164,165,LLC,US,"Buffalo, NY",929110,61,39,0,0,0,772,135,154000,1248000,454000,8.95,77290,488740,204394,70333,630474,85845,0.91,1.29,0.42,1,10,11,False,1945000,False,True,True,True,True,True,False,True,False,True,False,False,False,False,True
165,166,LLC,US,"Stockton, CA",931240,100,0,0,0,0,819,167,1377000,578000,1385000,13.04,298130,499922,432977,402475,439931,471944,1.35,0.88,1.09,7,9,11,False,2819000,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False
166,167,Sole Proprietorship,US,"Buffalo, NY",453920,100,0,0,0,0,799,150,931000,802000,1480000,3.03,271631,57561,69917,382999,89219,99282,1.41,1.55,1.42,8,19,3,False,1423000,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False
167,168,S Corporation (S-Corp),US,"Santa Clarita, CA",423910,47,29,24,0,0,733,200,1264000,1239000,861000,5.28,300314,216523,441542,345361,257662,671143,1.15,1.19,1.52,11,12,6,False,2909000,False,True,False,False,True,True,True,False,True,False,True,False,True,False,False
168,169,S Corporation (S-Corp),US,"Virginia Beach, VA",921130,53,47,0,0,0,821,185,1346000,1493000,675000,5.11,166631,342794,402377,146635,246811,386281,0.88,0.72,0.96,9,0,11,False,1555000,False,True,True,False,True,True,False,False,True,False,False,True,True,False,True
169,170,LLC,US,"Riverside, CA",722310,72,28,0,0,0,697,119,905000,265000,739000,5.86,464347,182812,389434,427199,177327,366067,0.92,0.97,0.94,19,18,9,True,2887000,False,True,True,False,True,False,False,True,False,True,True,False,True,False,True
170,171,Sole Proprietorship,US,"Washington, DC",931200,100,0,0,0,0,585,117,1384000,688000,379000,4.58,243182,208125,201273,430432,208125,181145,1.77,1.0,0.9,1,8,5,False,3347000,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True
171,172,Sole Proprietorship,US,"North Las Vegas, NV",339950,100,0,0,0,0,780,121,914000,1214000,1196000,10.87,245154,51777,396740,277024,91127,543533,1.13,1.76,1.37,6,3,7,True,4513000,False,True,False,True,True,False,False,False,False,True,True,True,False,False,True
172,173,LLC,US,"Charleston, SC",922120,100,0,0,0,0,686,109,741000,526000,1277000,13.75,73006,170287,108833,102938,171989,155631,1.41,1.01,1.43,1,19,13,True,3545000,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False
173,174,LLC,US,"Charlotte, NC",928130,100,0,0,0,0,689,139,295000,1209000,941000,6.86,387296,67851,269523,166537,116703,307256,0.43,1.72,1.14,17,8,8,False,1435000,False,True,True,False,True,False,True,True,True,True,False,True,False,False,False
174,175,LLC,US,"Lancaster, CA",929110,100,0,0,0,0,700,190,1215000,1353000,756000,14.24,322213,86725,114751,531651,119680,145733,1.65,1.38,1.27,6,4,11,True,462000,True,True,False,True,False,False,True,False,False,False,True,True,True,False,True
175,176,S Corporation (S-Corp),US,"Torrance, CA",623220,100,0,0,0,0,806,145,217000,467000,1423000,10.53,114516,243897,422653,141999,321944,363481,1.24,1.32,0.86,12,1,6,False,3472000,False,True,True,False,True,True,True,True,True,False,False,True,True,False,False
176,177,S Corporation (S-Corp),US,"Charlotte, NC",522130,100,0,0,0,0,623,200,724000,1257000,803000,9.61,211765,142188,218529,313412,211860,340905,1.48,1.49,1.56,9,11,13,False,4070000,False,True,False,False,False,True,True,False,False,True,True,False,True,True,True
177,178,Sole Proprietorship,US,"Chula Vista, CA",931480,100,0,0,0,0,740,160,936000,224000,226000,7.49,353924,73553,94526,481336,95618,127610,1.36,1.3,1.35,20,15,7,False,3647000,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False
178,179,LLC,US,"Rochester, NY",931190,100,0,0,0,0,779,179,197000,696000,1198000,13.87,225411,364256,86965,171312,473532,92182,0.76,1.3,1.06,12,9,13,False,3776000,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False
179,180,Sole Proprietorship,US,"Seattle, WA",711320,100,0,0,0,0,812,103,1372000,1397000,496000,14.43,341523,306564,381965,560097,245251,381965,1.64,0.8,1.0,12,2,2,False,550000,False,True,True,True,False,False,True,False,True,False,True,False,True,True,False
180,181,Sole Proprietorship,US,"Miami, FL",532111,100,0,0,0,0,483,108,296000,875000,176000,10.47,116619,413149,140365,158601,623854,167034,1.36,1.51,1.19,0,20,13,True,4345000,False,True,True,True,False,False,True,False,False,True,True,True,True,False,True
181,182,Sole Proprietorship,US,"Anaheim, CA",453920,100,0,0,0,0,793,102,472000,809000,233000,4.55,380076,234530,155817,338267,333032,182305,0.89,1.42,1.17,4,6,2,False,2912000,False,True,False,True,False,False,False,False,True,True,True,True,False,False,True
182,183,LLC,US,"Carrollton, TX",711510,100,0,0,0,0,706,192,1352000,836000,671000,3.77,238297,299591,221768,409870,365501,186285,1.72,1.22,0.84,16,13,0,True,5023000,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
183,184,LLC,US,"Long Beach, CA",931250,60,20,20,0,0,777,151,778000,203000,1240000,8.1,423773,148946,129716,389871,156393,229597,0.92,1.05,1.77,16,2,2,False,986000,False,True,True,True,False,False,True,True,False,True,True,True,True,True,False
184,185,LLC,US,"Surprise, AZ",561720,28,27,23,22,0,849,139,1487000,1124000,971000,3.03,320584,210514,340424,253261,322086,500423,0.79,1.53,1.47,5,1,0,True,2247000,False,True,False,True,True,False,True,False,False,False,False,False,True,True,False
185,186,Sole Proprietorship,US,"Tampa, FL",621391,35,25,20,20,0,838,176,1420000,870000,274000,5.78,319485,128056,90110,450473,186961,141472,1.41,1.46,1.57,14,8,2,False,3631000,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True
186,187,S Corporation (S-Corp),US,"Pasadena, CA",931450,100,0,0,0,0,767,163,1369000,191000,1302000,3.02,229866,117573,297562,232164,98761,303513,1.01,0.84,1.02,13,14,6,True,2242000,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True
187,188,Sole Proprietorship,US,"Riverside, CA",931230,100,0,0,0,0,761,112,950000,386000,656000,7.72,342603,149371,178405,325472,228537,196245,0.95,1.53,1.1,10,7,11,True,1706000,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True
188,189,LLC,US,"Anchorage, AK",424410,61,39,0,0,0,709,187,151000,1159000,290000,8.4,103465,177411,216414,123123,260794,283502,1.19,1.47,1.31,14,9,10,True,5047000,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False
189,190,LLC,US,"Thornton, CO",931540,100,0,0,0,0,688,119,492000,469000,387000,14.57,239854,148756,54950,335795,203795,57697,1.4,1.37,1.05,6,19,0,True,2475000,False,True,False,True,False,False,True,False,False,False,False,True,True,False,True
190,191,Sole Proprietorship,US,"Warren, MI",621391,51,49,0,0,0,704,197,536000,1213000,1257000,10.92,412498,83378,433134,354748,132571,394151,0.86,1.59,0.91,0,13,3,True,2250000,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True
191,192,LLC,US,"Bellevue, WA",923110,100,0,0,0,0,656,133,246000,1281000,1142000,8.25,118368,105222,464133,168082,96804,427002,1.42,0.92,0.92,6,0,2,True,2432000,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True
192,193,S Corporation (S-Corp),US,"Denton, TX",531110,100,0,0,0,0,680,191,920000,452000,1277000,8.61,486394,300319,217008,729591,384408,295130,1.5,1.28,1.36,2,16,5,True,3267000,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True
193,194,LLC,US,"Cleveland, OH",926120,100,0,0,0,0,794,185,364000,1281000,313000,6.18,94168,197078,188415,145018,293646,192183,1.54,1.49,1.02,10,1,6,True,2498000,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True
194,195,LLC,US,"Spokane, WA",442110,100,0,0,0,0,775,132,677000,159000,311000,12.85,489784,67035,277504,406520,37539,188702,0.83,0.56,0.68,18,12,12,True,1374000,False,True,True,False,True,False,False,True,True,False,False,False,True,True,True
195,196,LLC,US,"Worcester, MA",443142,45,30,25,0,0,712,122,822000,303000,1240000,4.91,281302,292759,142077,284115,166872,177596,1.01,0.57,1.25,15,6,0,True,4696000,False,True,False,True,False,True,True,False,False,False,True,False,True,True,False
196,197,Sole Proprietorship,US,"Cincinnati, OH",721110,100,0,0,0,0,714,185,1332000,840000,470000,1.99,327926,62326,225241,501726,64819,358133,1.53,1.04,1.59,13,9,13,True,4272000,False,True,False,True,True,True,False,False,True,False,False,True,True,False,True
197,198,LLC,US,"Spokane, WA",488510,67,33,0,0,0,711,149,764000,559000,983000,1.37,227133,374028,73134,324800,400209,81178,1.43,1.07,1.11,4,4,4,True,2497000,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True
198,199,Sole Proprietorship,US,"Rochester, NY",931470,100,0,0,0,0,680,158,981000,996000,433000,9.56,267516,490025,205409,369172,842843,283464,1.38,1.72,1.38,8,8,15,False,2935000,False,True,False,False,True,True,False,False,False,False,False,True,True,False,True
199,200,Sole Proprietorship,US,"Phoenix, AZ",451211,100,0,0,0,0,669,146,1293000,1460000,694000,0.31,354006,77334,349700,523928,87387,307736,1.48,1.13,0.88,20,14,9,False,3281000,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True
200,201,Sole Proprietorship,US,"Honolulu, HI",561740,100,0,0,0,0,774,125,576000,666000,563000,6.29,165787,452450,419605,190655,570087,507722,1.15,1.26,1.21,3,9,9,False,2733000,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True
201,202,Nonprofit Organization,US,"Roseville, CA",532111,100,0,0,0,0,749,186,636000,925000,917000,6.18,309032,369023,121818,346115,601507,142527,1.12,1.63,1.17,20,14,6,True,845000,False,False,False,True,True,True,True,True,False,True,False,True,True,False,True
202,203,S Corporation (S-Corp),US,"Sunnyvale, CA",453920,52,48,0,0,0,484,192,810000,1132000,843000,10.35,367584,399082,310202,477859,778209,539751,1.3,1.95,1.74,5,4,15,False,1318000,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False
203,204,Sole Proprietorship,US,"Santa Rosa, CA",931470,100,0,0,0,0,730,154,1453000,589000,1473000,5.24,241924,225850,158859,283051,363618,190630,1.17,1.61,1.2,2,6,14,True,958000,False,True,True,False,False,True,True,False,True,False,True,True,False,True,True
204,205,LLC,US,"Pasadena, CA",931390,100,0,0,0,0,721,192,787000,1114000,564000,6.48,469715,457378,248537,652903,489394,382746,1.39,1.07,1.54,7,18,7,True,1537000,False,True,False,True,True,False,True,False,True,True,False,True,True,True,False
205,206,S Corporation (S-Corp),US,"Eugene, OR",531110,78,22,0,0,0,774,116,1352000,160000,265000,4.82,179841,56185,149233,230196,65736,249219,1.28,1.17,1.67,1,16,6,False,2649000,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
206,207,S Corporation (S-Corp),US,"Phoenix, AZ",332710,100,0,0,0,0,785,159,563000,514000,943000,1.51,173617,293016,90627,126740,413152,67063,0.73,1.41,0.74,13,16,9,False,4034000,False,True,True,True,True,True,False,True,False,True,True,False,True,False,False
207,208,LLC,US,"Memphis, TN",621310,68,32,0,0,0,691,132,843000,175000,444000,6.34,64511,131085,309359,90960,102246,439289,1.41,0.78,1.42,0,0,15,False,506000,False,True,True,False,False,False,True,True,False,False,True,True,True,False,False
208,209,Sole Proprietorship,US,"Kansas City, MO",931410,66,34,0,0,0,786,198,1491000,1452000,706000,4.25,371442,450638,418847,215436,247850,473297,0.58,0.55,1.13,0,7,10,False,4069000,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True
