Applicant ID,Business Structure,Country,Location,NAICS,Business Ownership (1),Business Ownership (2),Business Ownership (3),Business Ownership (4),Business Ownership (5),Personal Credit Score,Business Credit Score,Annual Revenue (2 years ago),Annual Revenue (1 year ago),Annual Revenue (latest year),Net Profit Margin,Business Debt (2 years ago),Business Debt (1 year ago),Business Debt (latest year),NOI (2 years ago),NOI (1 year ago),NOI (latest year),DSCR (2 years ago),DSCR (1 year ago),DSCR (latest year),Industry Experience,Managerial Experience,Years in Business,Collateral Availability,Loan Amount,Fast Approval,For Profit,Acquisition Request,Working Capital,Business Expansion,Equipment Purchase or Leasing,Inventory Purchase,Real Estate Acquisition or Improvement,Business Acquisition or Buyout,Refinancing Existing Debt,Emergency Funds,Franchise Financing,Contract Financing,Licensing or Permits,Line of Credit Establishment,Eligibility,Eligibility Score,CatBoost_Prediction,GradientBoosting_Prediction,LightGBM_Prediction,LogisticRegression_Prediction,NeuralNet_Prediction,RandomForest_Prediction,XGBoost_Prediction,Meta_Learner_Prediction
27136,S Corporation (S-Corp),US,"Vancouver, WA",931550,100,0,0,0,0,708,165,935000,917000,3408000,93.48,488933,566895,2308553,488933,714287,3185803,1.0,1.26,1.38,12,7,10,True,730000,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,"['7(a)', '504']",113.2836083060509,1,1,1,0,0,1,1,1
27151,LLC,US,"Memphis, TN",931130,100,0,0,0,0,777,168,3288000,3945000,3698000,10.24,2432602,2598344,284856,2335297,3325880,378858,0.96,1.28,1.33,15,3,7,True,4590000,False,True,True,True,True,False,False,True,False,False,True,False,True,True,False,"['7(a)', '504']",45.68441201905774,1,1,1,0,0,1,1,1
27165,LLC,US,"Corpus Christi, TX",311812,100,0,0,0,0,702,187,4095000,1838000,274000,45.17,2456375,919185,99015,3021341,1360393,123768,1.23,1.48,1.25,9,6,15,True,3265000,False,True,True,True,False,True,False,True,False,False,True,True,True,False,False,"['7(a)', '504']",40.35789554165324,1,1,1,0,0,1,1,1
27178,LLC,US,"Aurora, CO",339950,100,0,0,0,0,778,165,2381000,991000,2477000,72.05,452611,843652,1256778,615550,809905,1784624,1.36,0.96,1.42,13,0,6,True,995000,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,"['7(a)', '504']",101.72416599287644,1,0,0,0,0,1,1,0
27200,LLC,US,"Greensboro, NC",931220,54,46,0,0,0,818,188,586000,3780000,4216000,43.3,539512,1823932,1448801,496351,2954769,1825489,0.92,1.62,1.26,0,7,8,True,665000,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,"['7(a)', '504']",55.72143431578574,0,1,1,0,0,1,1,1
27203,Sole Proprietorship,US,"Fremont, CA",515120,100,0,0,0,0,743,160,3255000,3335000,1282000,78.05,321671,2095350,826994,411738,2032489,1000662,1.28,0.97,1.21,15,8,1,True,675000,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,"['7(a)', '504']",47.90764303744041,1,1,1,0,0,0,1,1
27205,LLC,US,"Springfield, MO",931290,62,38,0,0,0,792,163,395000,905000,3769000,15.9,302214,345730,454110,226660,598112,599425,0.75,1.73,1.32,10,11,12,False,635000,False,True,True,True,True,False,False,False,True,True,False,False,False,True,False,"['7(a)', '504']",52.25675394935469,1,1,1,0,0,1,1,1
27210,S Corporation (S-Corp),US,"Miramar, FL",712190,100,0,0,0,0,768,167,3644000,4807000,1282000,83.7,649273,2825505,933020,727185,2175638,1072973,1.12,0.77,1.15,11,3,13,True,1890000,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,"['7(a)', '504']",82.97493163458168,0,1,1,0,0,1,1,1
27235,Sole Proprietorship,US,"Pasadena, TX",931520,100,0,0,0,0,691,163,4207000,3165000,1346000,35.06,494732,1532091,306469,465048,1777225,471962,0.94,1.16,1.54,2,14,4,True,4260000,False,True,True,True,False,False,False,False,True,True,True,True,False,True,True,"['7(a)', '504']",91.5228124475422,1,1,1,0,0,1,1,1
27239,Sole Proprietorship,US,"Rancho Cucamonga, CA",541110,100,0,0,0,0,801,181,381000,4078000,3487000,94.96,184101,1869498,2879369,318494,3140756,3311274,1.73,1.68,1.15,19,3,1,True,670000,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,"['7(a)', '504']",95.35436391187214,1,1,0,0,0,0,1,0
27240,S Corporation (S-Corp),US,"Fort Collins, CO",532111,100,0,0,0,0,698,193,3387000,2846000,1182000,13.4,638197,159527,87504,944531,188241,158382,1.48,1.18,1.81,13,13,2,True,720000,False,True,True,True,True,True,False,False,True,True,True,True,False,False,False,"['7(a)', '504']",59.35600867980166,1,1,1,0,0,0,1,1
27271,S Corporation (S-Corp),US,"Portland, OR",621320,100,0,0,0,0,806,186,553000,729000,4458000,12.47,80897,235015,358635,80088,312569,555884,0.99,1.33,1.55,20,1,8,True,1880000,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,"['7(a)', '504']",43.15430627828386,1,0,0,0,0,1,1,0
27277,S Corporation (S-Corp),US,"Rancho Cucamonga, CA",448120,100,0,0,0,0,793,178,3719000,4238000,2222000,89.96,1471765,594870,1281420,1663094,481844,1999015,1.13,0.81,1.56,8,12,4,False,940000,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,"['7(a)', '504']",31.317515793279384,1,0,1,0,0,0,1,1
27291,S Corporation (S-Corp),US,"Irvine, CA",931140,100,0,0,0,0,769,163,3108000,1212000,3050000,54.6,1517496,133216,1242727,819447,181173,1665254,0.54,1.36,1.34,10,14,9,True,935000,False,True,False,False,True,False,False,False,False,False,True,True,True,True,False,"['7(a)', '504']",42.23787473161672,1,1,1,0,0,1,1,1
27296,LLC,US,"Glendale, CA",332710,100,0,0,0,0,734,188,1827000,3976000,921000,73.47,915249,943720,463481,924401,1462766,676682,1.01,1.55,1.46,15,10,11,True,2740000,False,True,True,True,False,True,True,False,True,False,False,True,False,False,True,"['7(a)', '504']",58.16004233372593,1,1,1,0,0,0,1,1
27300,Sole Proprietorship,US,"San Antonio, TX",931350,100,0,0,0,0,692,177,1251000,856000,2172000,21.41,112590,440778,378111,209417,502486,465076,1.86,1.14,1.23,0,20,12,True,3260000,False,True,False,False,False,True,False,True,True,True,True,True,False,False,True,"['7(a)', '504']",82.58918350978023,1,1,1,0,0,1,1,1
27314,LLC,US,"Oakland, CA",931350,55,45,0,0,0,680,187,2830000,4070000,3800000,4.63,939427,3829591,125724,1287014,4059366,176013,1.37,1.06,1.4,0,0,5,True,1505000,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,"['7(a)', '504']",92.8145146847753,0,0,0,0,0,1,1,0
27374,LLC,US,"Greensboro, NC",561730,35,24,21,20,0,764,169,4635000,3813000,323000,49.1,2165256,2925604,130003,2143603,3452212,158603,0.99,1.18,1.22,13,0,0,True,3985000,False,True,True,True,True,True,False,False,False,True,False,False,False,True,True,"['7(a)', '504']",98.03338938364811,0,1,1,0,0,1,1,1
27397,S Corporation (S-Corp),US,"Alexandria, VA",928130,100,0,0,0,0,729,175,1383000,3012000,1463000,74.48,482273,1670597,751511,429222,1837656,1089690,0.89,1.1,1.45,11,4,12,True,910000,False,True,True,True,True,False,True,True,False,True,True,False,True,True,False,"['7(a)', '504']",95.40721230603636,1,1,1,0,0,0,1,1
27401,LLC,US,"Salem, OR",928120,100,0,0,0,0,745,163,3436000,4193000,3267000,49.3,1734639,585526,994253,1717292,749473,1610689,0.99,1.28,1.62,9,4,8,True,725000,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,"['7(a)', '504']",41.14504092184192,1,1,1,0,0,1,1,1
27409,S Corporation (S-Corp),US,"Greensboro, NC",423910,100,0,0,0,0,778,164,164000,1418000,4320000,71.22,51270,280629,2295999,71265,418137,3076638,1.39,1.49,1.34,17,18,15,True,640000,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,"['7(a)', '504']",69.54584197689029,1,1,1,0,0,1,1,1
27436,Sole Proprietorship,US,"Laredo, TX",621310,100,0,0,0,0,842,184,4464000,2564000,4826000,92.42,1248046,1618905,2877449,1634940,1813173,4460045,1.31,1.12,1.55,9,16,11,True,925000,False,True,False,False,False,True,True,True,False,True,False,False,True,True,True,"['7(a)', '504']",79.9808537971971,1,1,1,0,0,0,1,1
27473,Joint Venture,US,"Boston, MA",621320,100,0,0,0,0,759,185,587000,1283000,3101000,45.38,337949,86882,925853,493405,119028,1407296,1.46,1.37,1.52,18,18,4,True,520000,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,"['7(a)', '504']",69.07734918673594,1,1,1,0,0,1,1,1
27479,S Corporation (S-Corp),US,"Rancho Cucamonga, CA",561311,79,21,0,0,0,715,185,2677000,1270000,3903000,99.4,1574108,439352,2503082,2219492,654634,3879777,1.41,1.49,1.55,14,13,7,False,960000,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,"['7(a)', '504']",32.99537360879686,1,1,1,0,0,1,1,1
27494,LLC,US,"Roseville, CA",443142,100,0,0,0,0,684,163,2783000,1563000,4283000,58.09,2243587,901026,1829298,2153843,621707,2487845,0.96,0.69,1.36,6,3,2,True,860000,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,"['7(a)', '504']",99.33662017422866,1,1,1,0,0,1,1,1
27505,LLC,US,"Tampa, FL",811310,100,0,0,0,0,776,167,2253000,4815000,3474000,74.58,2109603,773396,2233535,2172891,1113690,2590900,1.03,1.44,1.16,18,15,13,True,815000,False,True,True,True,False,True,True,False,True,False,False,True,True,False,False,"['7(a)', '504']",50.11225377111226,1,1,1,0,0,1,1,1
27515,S Corporation (S-Corp),US,"Murfreesboro, TN",931500,100,0,0,0,0,839,182,1338000,4451000,2330000,66.36,439909,1524594,1344598,541088,1753283,1546287,1.23,1.15,1.15,3,20,11,True,505000,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,"['7(a)', '504']",95.3945374323778,1,1,1,0,0,0,1,1
27559,S Corporation (S-Corp),US,"Boston, MA",931320,100,0,0,0,0,780,167,1229000,1645000,1692000,70.87,702489,637068,1016149,1039683,707145,1199055,1.48,1.11,1.18,16,18,12,True,2235000,False,True,True,True,False,True,False,True,True,True,True,False,True,False,True,"['7(a)', '504']",99.27760943901151,1,1,1,0,0,1,1,1
27588,S Corporation (S-Corp),US,"Fremont, CA",929120,61,39,0,0,0,768,171,2060000,4191000,2408000,74.88,165922,2451618,901596,235609,3334200,1803192,1.42,1.36,2.0,7,20,7,True,2965000,False,True,False,False,True,False,True,False,True,True,False,False,True,True,True,"['7(a)', '504']",41.62039552346033,1,1,1,0,0,0,1,1
27590,S Corporation (S-Corp),US,"Brownsville, TX",541211,100,0,0,0,0,718,186,2296000,2932000,1513000,23.26,1447028,1899184,227072,1953487,1823216,351961,1.35,0.96,1.55,13,10,6,True,645000,False,True,True,True,False,True,True,False,True,True,False,False,True,False,True,"['7(a)', '504']",94.90749899679912,1,1,1,0,0,1,1,1
27592,LLC,US,"Mesa, AZ",928110,100,0,0,0,0,742,198,3624000,1717000,397000,91.42,295150,474088,304977,374840,568905,362922,1.27,1.2,1.19,18,18,2,True,2180000,False,True,True,True,False,False,True,False,True,True,False,False,False,True,True,"['7(a)', '504']",79.38232650644608,1,1,1,0,0,1,1,1
27595,Sole Proprietorship,US,"Durham, NC",481211,100,0,0,0,0,795,166,4688000,3922000,3541000,62.83,227004,2412049,1724736,329155,2219085,2224909,1.45,0.92,1.29,9,3,12,True,615000,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,"['7(a)', '504']",104.7617857911832,1,1,1,0,0,0,1,1
27610,LLC,US,"Denver, CO",561990,100,0,0,0,0,765,189,859000,4402000,2409000,50.97,489289,670179,772224,768183,864530,1227836,1.57,1.29,1.59,15,7,5,True,940000,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,"['7(a)', '504']",46.78381209002347,1,1,1,0,0,1,1,1
27630,S Corporation (S-Corp),US,"Birmingham, AL",928120,100,0,0,0,0,685,165,4232000,1639000,2446000,49.7,1767401,629900,805069,2545057,365342,1215654,1.44,0.58,1.51,3,19,1,True,4950000,False,True,True,True,False,True,True,True,False,False,True,True,True,True,True,"['7(a)', '504']",54.44395668112929,0,1,1,0,0,1,1,1
27634,LLC,US,"Naperville, IL",518210,100,0,0,0,0,730,189,886000,214000,1824000,62.0,395607,83901,611299,605278,144309,1130903,1.53,1.72,1.85,20,0,10,True,1965000,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,"['7(a)', '504']",131.5869996214967,1,1,1,0,0,0,1,1
27635,Sole Proprietorship,US,"Chicago, IL",445110,100,0,0,0,0,742,167,1184000,3795000,211000,75.0,435560,765148,106921,683829,1025298,158243,1.57,1.34,1.48,6,4,3,True,4650000,False,True,True,True,False,False,False,True,True,True,False,True,False,False,True,"['7(a)', '504']",71.5338982486516,0,1,1,0,0,1,1,1
27657,LLC,US,"Des Moines, IA",711130,100,0,0,0,0,741,161,4104000,2114000,4359000,71.18,2577038,904855,2298291,2937823,1791612,3102692,1.14,1.98,1.35,7,13,9,True,730000,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,"['7(a)', '504']",55.923213502323215,1,1,1,0,0,1,1,1
27681,Sole Proprietorship,US,"Durham, NC",561990,100,0,0,0,0,807,165,4693000,3101000,2740000,3.71,1485855,448322,71073,1277835,820429,101634,0.86,1.83,1.43,10,12,6,True,3080000,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,"['7(a)', '504']",94.82185738154844,0,1,1,0,0,0,1,1
27710,LLC,US,"Philadelphia, PA",621420,100,0,0,0,0,766,183,4942000,4556000,4496000,68.17,894642,4941409,2070752,1100409,4051955,3064712,1.23,0.82,1.48,19,10,5,True,595000,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,"['7(a)', '504']",85.88544772097795,1,0,0,0,0,1,1,0
27726,Sole Proprietorship,US,"Chesapeake, VA",722513,100,0,0,0,0,717,174,2178000,4627000,3604000,91.23,1249236,2228023,1900517,999388,4366925,3287894,0.8,1.96,1.73,16,11,10,True,880000,False,True,True,True,False,False,True,True,False,False,True,False,True,False,True,"['7(a)', '504']",84.49347533755991,1,1,1,0,0,1,1,1
27734,S Corporation (S-Corp),US,"Omaha, NE",931320,100,0,0,0,0,688,160,1437000,298000,1095000,67.69,357589,178126,518314,497048,211969,741189,1.39,1.19,1.43,19,8,2,True,2080000,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,"['7(a)', '504']",80.48651405791668,1,1,1,0,0,1,1,1
27831,LLC,US,"Birmingham, AL",931140,100,0,0,0,0,680,163,958000,379000,2805000,59.01,453391,208422,1009318,557670,268864,1655281,1.23,1.29,1.64,5,18,4,True,600000,False,True,False,False,True,True,True,True,True,True,True,False,False,True,True,"['7(a)', '504']",48.748550754205965,1,1,1,0,0,0,1,1
27837,LLC,US,"Greensboro, NC",931440,56,44,0,0,0,758,173,961000,4513000,1711000,91.51,307730,3159275,1023365,353889,3127682,1565748,1.15,0.99,1.53,1,8,14,True,890000,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,"['7(a)', '504']",94.93116817893282,1,1,1,0,0,0,1,1
27842,S Corporation (S-Corp),US,"Augusta, GA",451211,48,28,24,0,0,711,177,3991000,3907000,2465000,59.32,2980117,578176,1239203,3963555,901954,1462259,1.33,1.56,1.18,19,16,0,True,4745000,False,True,False,False,False,True,False,True,False,True,True,True,True,True,False,"['7(a)', '504']",132.456180095936,0,1,0,0,0,1,1,0
27843,S Corporation (S-Corp),US,"Plano, TX",811121,66,34,0,0,0,775,185,882000,4403000,3171000,59.05,289025,1081536,1231834,309256,984197,1872387,1.07,0.91,1.52,8,12,12,False,715000,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,"['7(a)', '504']",51.73976823551418,0,0,0,0,0,1,1,0
27854,Sole Proprietorship,US,"Fremont, CA",444130,50,50,0,0,0,777,197,954000,3997000,1922000,91.4,250452,1882199,1416665,272992,1882199,1756664,1.09,1.0,1.24,11,7,4,True,875000,False,True,False,False,True,False,True,True,True,False,False,True,True,True,True,"['7(a)', '504']",42.289304812272285,1,1,1,0,0,1,1,1
27881,LLC,US,"San Francisco, CA",491110,51,49,0,0,0,800,187,3994000,3701000,1652000,91.55,2059309,959041,1281723,2368205,1371428,1512433,1.15,1.43,1.18,5,5,6,True,2495000,False,True,True,True,False,True,True,False,True,True,False,True,False,False,True,"['7(a)', '504']",84.61358582657893,0,1,1,0,0,0,1,1
27889,S Corporation (S-Corp),US,"Austin, TX",621210,100,0,0,0,0,788,166,4327000,169000,4040000,8.18,100632,113718,207799,109688,145559,330400,1.09,1.28,1.59,15,19,11,True,3395000,False,True,False,False,True,False,False,True,False,False,True,True,True,False,False,"['7(a)', '504']",58.04428872037823,1,1,1,0,0,0,1,1
27933,Sole Proprietorship,US,"Winston-Salem, NC",931320,53,47,0,0,0,700,176,1206000,3716000,1733000,52.42,632591,2676508,776513,683198,3024454,908520,1.08,1.13,1.17,15,13,8,True,755000,False,True,True,True,False,False,True,False,True,False,False,False,True,True,False,"['7(a)', '504']",60.45954936770679,1,1,1,0,0,0,1,1
27936,S Corporation (S-Corp),US,"Saint Paul, MN",811121,100,0,0,0,0,725,166,2285000,387000,3135000,39.41,1217633,190481,857892,1704686,215243,1235364,1.4,1.13,1.44,20,5,10,True,710000,False,True,True,True,True,False,False,False,False,True,True,False,False,True,True,"['7(a)', '504']",80.87371007032618,1,1,1,0,0,0,1,1
27941,LLC,US,"Boise, ID",931520,43,34,23,0,0,686,172,3723000,3294000,2088000,17.19,220565,308474,227213,394811,431863,358996,1.79,1.4,1.58,9,11,2,True,900000,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,"['7(a)', '504']",95.58592595009635,0,0,0,0,0,0,1,0
27960,S Corporation (S-Corp),US,"Houston, TX",929120,80,20,0,0,0,786,176,2312000,4136000,3429000,65.29,1382373,161475,1776711,2170325,245442,2238655,1.57,1.52,1.26,16,15,1,True,970000,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,"['7(a)', '504']",66.60594897225228,1,1,0,0,0,1,1,0
27964,LLC,US,"Scottsdale, AZ",931380,100,0,0,0,0,845,198,353000,1738000,3834000,55.76,97868,698127,1516250,144844,1075115,2137912,1.48,1.54,1.41,0,2,4,True,1825000,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,"['7(a)', '504']",87.4165264818695,1,1,1,0,0,1,1,1
27971,LLC,US,"Garden Grove, CA",931240,52,28,20,0,0,690,171,610000,3746000,1347000,74.21,253030,3487105,806118,371954,3347620,999586,1.47,0.96,1.24,2,19,11,True,520000,False,True,True,True,False,True,False,True,True,False,False,True,True,True,True,"['7(a)', '504']",83.56344328184397,0,1,1,0,0,0,1,1
27975,LLC,US,"Tulsa, OK",928110,74,26,0,0,0,701,175,3323000,1261000,1984000,55.6,1293732,482369,716248,1267857,709082,1103021,0.98,1.47,1.54,14,5,13,True,825000,False,True,True,True,True,False,True,True,True,True,True,False,False,False,True,"['7(a)', '504']",111.52553179555731,1,1,1,0,0,1,1,1
27995,LLC,US,"Salem, OR",931280,62,38,0,0,0,723,160,270000,1499000,990000,14.93,65452,456038,117289,102105,519883,147784,1.56,1.14,1.26,6,12,3,True,605000,False,True,True,True,False,False,True,False,True,False,True,False,True,True,False,"['7(a)', '504']",30.41450083965645,1,1,1,0,0,1,1,1
28011,Sole Proprietorship,US,"Anchorage, AK",927110,50,50,0,0,0,795,163,1831000,2643000,4195000,62.91,253191,1196592,2199111,506382,1017103,2638933,2.0,0.85,1.2,3,1,13,True,645000,False,True,True,True,False,True,False,True,True,False,False,True,False,True,True,"['7(a)', '504']",72.55716501899411,0,1,1,0,0,0,1,1
28051,Partnership,US,"Chula Vista, CA",931280,100,0,0,0,0,735,198,893000,582000,2021000,43.94,177235,74267,608187,241039,77980,887953,1.36,1.05,1.46,19,17,12,True,3145000,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,"['7(a)', '504']",36.117205437775446,1,1,1,0,0,1,1,1
28052,LLC,US,"Santa Clarita, CA",931260,100,0,0,0,0,680,183,1021000,3069000,3919000,6.18,317374,2225316,203466,393543,1802505,242124,1.24,0.81,1.19,2,9,15,True,825000,False,True,False,False,True,False,True,True,False,False,False,True,True,True,False,"['7(a)', '504']",51.98750312201323,1,1,1,0,0,1,1,1
28105,S Corporation (S-Corp),US,"Fremont, CA",931230,100,0,0,0,0,702,179,836000,4315000,3227000,14.34,426752,2183161,370264,431019,1288064,462830,1.01,0.59,1.25,2,4,1,True,570000,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,"['7(a)', '504']",46.11838000949994,1,1,1,0,0,0,1,1
28112,LLC,US,"Lancaster, CA",931420,100,0,0,0,0,781,167,1938000,4538000,4098000,76.42,316895,1769742,2390501,339077,2530731,3131556,1.07,1.43,1.31,17,16,15,False,865000,False,True,True,True,False,True,False,False,True,False,True,True,False,False,False,"['7(a)', '504']",106.8230012916119,1,1,1,0,0,0,1,1
28159,LLC,US,"Minneapolis, MN",931520,100,0,0,0,0,780,181,188000,1101000,1488000,62.87,62884,681304,636431,66028,933386,935553,1.05,1.37,1.47,18,2,0,True,500000,False,True,True,True,False,True,False,True,True,True,False,False,False,False,False,"['7(a)', '504']",47.49134309483598,1,1,1,0,0,1,1,1
28207,LLC,US,"Aurora, IL",711320,64,36,0,0,0,693,166,710000,1900000,2719000,31.16,79985,511827,543172,94382,639783,847348,1.18,1.25,1.56,10,19,6,True,545000,False,True,True,True,True,False,False,True,False,True,True,False,False,True,False,"['7(a)', '504']",68.0542317270803,1,1,1,0,0,0,1,1
28225,LLC,US,"Rockford, IL",446110,100,0,0,0,0,812,167,2774000,4649000,429000,46.0,1722661,4560171,124889,1963833,4605772,197324,1.14,1.01,1.58,18,6,14,True,985000,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False,"['7(a)', '504']",95.0176084708608,0,1,1,0,0,1,1,1
28234,LLC,US,"Miramar, FL",621111,65,35,0,0,0,684,168,4612000,1013000,2963000,12.32,3345710,305885,280814,2676568,480239,365058,0.8,1.57,1.3,0,11,9,True,550000,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,"['7(a)', '504']",95.41500519963724,1,1,1,0,0,1,1,1
28244,S Corporation (S-Corp),US,"Shreveport, LA",931380,100,0,0,0,0,698,179,4071000,4444000,1204000,17.86,708328,2752209,131890,920826,2174245,214980,1.3,0.79,1.63,4,15,11,True,510000,False,True,True,True,False,True,True,False,True,True,False,False,False,False,True,"['7(a)', '504']",60.49203650150635,1,1,1,0,0,0,1,1
28267,LLC,US,"Port St. Lucie, FL",926120,76,24,0,0,0,738,163,3262000,3413000,1763000,84.19,2236706,243447,742175,2840616,180150,1484350,1.27,0.74,2.0,10,6,7,True,755000,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,"['7(a)', '504']",54.735854600521904,1,0,0,0,0,1,1,0
28280,S Corporation (S-Corp),US,"Huntsville, AL",518210,100,0,0,0,0,732,164,4774000,345000,1600000,99.31,3226988,179490,1212966,4388703,269235,1588985,1.36,1.5,1.31,5,6,8,True,545000,False,True,False,False,True,True,False,True,True,False,False,True,False,False,True,"['7(a)', '504']",35.44411942347881,1,1,1,0,0,1,1,1
28300,LLC,US,"Riverside, CA",323111,77,23,0,0,0,696,185,4360000,2642000,3985000,8.05,2828998,1458128,227602,4102047,2362167,320918,1.45,1.62,1.41,19,17,4,True,1030000,False,True,True,True,False,False,True,True,True,False,False,False,True,False,True,"['7(a)', '504']",51.34413469370969,1,1,1,0,0,0,1,1
28304,Sole Proprietorship,US,"San Francisco, CA",451211,100,0,0,0,0,757,184,2153000,4396000,164000,52.9,1060141,1567026,59834,1855246,1222280,86759,1.75,0.78,1.45,13,7,13,True,965000,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,"['7(a)', '504']",77.78937640699908,0,1,1,0,0,1,1,1
28317,LLC,US,"Lancaster, CA",325620,52,48,0,0,0,829,173,4913000,873000,1260000,42.76,616403,1501786,334624,795159,600714,538744,1.29,0.4,1.61,1,16,1,True,640000,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,"['7(a)', '504']",32.21544643678798,1,1,1,0,0,1,1,1
28333,LLC,US,"Honolulu, HI",931130,100,0,0,0,0,810,189,1896000,2836000,4781000,81.15,1203547,1020129,2791057,1432220,1111940,3879569,1.19,1.09,1.39,20,12,4,True,2870000,False,True,True,True,True,True,False,False,True,False,True,False,False,False,False,"['7(a)', '504']",119.91167231188744,1,1,1,0,0,0,1,1
28334,Partnership,US,"Las Vegas, NV",445292,100,0,0,0,0,801,169,4441000,1006000,3426000,61.55,65569,515354,1444412,104910,417436,2108841,1.6,0.81,1.46,7,7,4,False,575000,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,"['7(a)', '504']",26.75443382845644,1,1,1,0,0,1,1,1
28347,Sole Proprietorship,US,"Pittsburgh, PA",931500,100,0,0,0,0,684,189,3364000,4284000,3631000,54.33,719835,55822,1715471,1115744,99363,1972791,1.55,1.78,1.15,10,2,6,True,1865000,False,True,True,True,False,False,False,False,True,False,False,True,True,True,False,"['7(a)', '504']",45.77206870945261,1,1,1,0,0,1,1,1
28348,Sole Proprietorship,US,"Fremont, CA",931510,78,22,0,0,0,748,173,1481000,1627000,611000,42.2,633013,1164242,181586,835577,1001248,257852,1.32,0.86,1.42,20,6,6,True,3835000,False,True,True,True,False,True,False,False,False,False,True,True,False,False,True,"['7(a)', '504']",33.01135399199152,1,1,1,0,0,1,1,1
28368,Sole Proprietorship,US,"Miramar, FL",811310,55,45,0,0,0,818,161,2830000,504000,1901000,63.35,2180375,213728,721182,1896926,339827,1204373,0.87,1.59,1.67,8,11,1,True,4865000,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,"['7(a)', '504']",90.5108069638602,1,1,1,0,0,0,1,1
28416,LLC,US,"Killeen, TX",812199,52,48,0,0,0,716,160,628000,4942000,4702000,63.82,467335,1868131,2326164,616882,1793405,3000751,1.32,0.96,1.29,9,9,8,True,975000,False,True,True,True,False,False,False,True,True,False,True,False,False,True,False,"['7(a)', '504']",44.24196210329971,0,1,1,0,0,1,1,1
28433,LLC,US,"Winston-Salem, NC",511110,79,21,0,0,0,734,182,220000,562000,3515000,26.97,120982,199864,682037,171794,295798,948031,1.42,1.48,1.39,10,6,4,True,960000,False,True,True,True,True,True,True,False,False,True,True,False,True,True,False,"['7(a)', '504']",89.45880482409889,1,1,1,0,0,1,1,1
28437,Sole Proprietorship,US,"Hampton, VA",811192,100,0,0,0,0,814,184,924000,4850000,4908000,65.22,927456,2768967,2353799,862534,3848864,3201166,0.93,1.39,1.36,5,20,13,True,3415000,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,"['7(a)', '504']",103.41807415389266,1,1,1,0,0,1,1,1
28440,Sole Proprietorship,US,"Rockford, IL",519130,100,0,0,0,0,729,163,2773000,2718000,4248000,87.86,2000829,129788,2827534,2521044,216745,3732344,1.26,1.67,1.32,11,8,13,True,4845000,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,"['7(a)', '504']",101.4171591985502,1,1,1,0,0,1,1,1
28452,LLC,US,"Pembroke Pines, FL",931500,100,0,0,0,0,836,171,4729000,3347000,3085000,49.15,1676770,2401667,1114814,2381013,2833967,1516147,1.42,1.18,1.36,9,2,15,True,750000,False,True,True,True,False,False,False,True,True,True,True,True,False,True,False,"['7(a)', '504']",103.3563711953609,1,1,1,0,0,1,1,1
28461,S Corporation (S-Corp),US,"Tampa, FL",931450,100,0,0,0,0,769,179,3472000,2125000,3291000,48.23,1811317,200821,1094611,2191693,401642,1587185,1.21,2.0,1.45,13,9,3,True,975000,False,True,True,True,True,False,False,True,True,False,False,False,True,False,True,"['7(a)', '504']",104.83030820459224,1,1,1,0,0,0,1,1
